ItemID,SentimentText
446,  is listenin to my new fav band more amor
447,  it is on environmental studies and driving me mental
448,  I've always seen bits &amp; pieces of Shottas. now I've seen the whole movie...it ends sooooo sad   I'm gonna cry.  
449,  Just another day in paradise. ;)
450,  Just found a bone in my chicken nugget    Not cool
451," - Like I said, my back still fucking hurts and I’m going to complain about it like no one’s business.... http://tumblr.com/x6n25amd5"
452,  love you! &lt;333
453,  my aunties dog is getting put down  hes my dogs brother aswell 
454," - my head feels like its going to explode - mmm, what a horrendous image... the mess!"
455,  my head is killing meee
456," - My name is Amy. I�m only three My eyes are swollen I cannot see, I must be stupid, I must be bad What... http://tumblr.com/xfj1uain0"
457," - my picture with Kris Karmada is gone forever, its not in my comments, on my mysapce or on my... http://tumblr.com/xzg1wy4jj"
458, «Confirmed: Missing Air France Flight 447 has Crashed in the Atlantic»: http://bit.ly/BxdVL
459, about 1/4 of my myspace comments are gone. cause someone hacked onto wills account. and kept abusing others so he had to delete it.
460, about school....... it will all be over soon can't wait to celebrate            STRES till then
461,- about to pop in a movie &amp; chill a bit... get it innnnn.! call n text 
462,=- about to swim
463, abt missing Air France plane. Follow here for best air news source:  http://tinyurl.com/m2p6yk
464, AFI are not at reading til sunday this sucks !!!!!!!!!
465," after a crap night was looking forward to being cheered up, but no. Never mind."
466, ah the postman didn't have my package. What am I goon to do for the rest of the day.....
467, ahh school on monday!!!! not ready
468," ahhh. Drizzy. Mr. Rogers, you are indeed the best."
469," Airport Express doesn't rock enough to allow wireless scanning with the Canon pixma MX310, but otherwise it's wireless goodness."
470," Alistair's friends are all in the kitchen and I'm in my pjs...I JUST WANT A CUP OF TEA, DAMMIT!"
471, all day.. no play.
472, all dressed up and no bicyclist for Monday nite ride n Henderson KY http://bit.ly/10H4ne
473, all I want is my ma in my arms  that's all I want is you in my arms
474, all my friends are gone haley n katie @ camp Paris @ moms Landin n Ayonna @ aunts n moms im so bored
475, all nighter. yeeeeeeeeeeeessshhhh what a nightmare up coming 2 weeks. cannot wait to graduate!
476, All the small things...
477," All those Non-Robsten posts are making me sad. I mean, I knew that, but to see it from others in words. So sad."
478, allison didnt win. She should have.
479, almost time to leave.
480, already getting sleepy...I really want to get my psych quizzes done tonight...
481,- always a nice thing to wake up to. yay. :p (gosh I'm such a typical lame overanalyzing teenager) lmao  / had a nice nap.
482, am excited
483, Am feelin very happy!? 
484, Am I feeding the Pig'?
485," am i losing my mind cause i wanna see my.TC on TV right now, this min? FU2 i want 2see CandyGirls!! not Daisy -dammit!! @iluvTerricka"
486, am sad to say i didn't get my results today somehow the school forgot to mail my results to me?? Typical. Ugh
487,-- An alarm clock is a device for waking up people who do not have small children. --- 
488, And how can you mend a broken heart?   ♫ http://blip.fm/~8k7kl
489, and I think that's why I felt really sick and depressed in school today cuz of all the stress.. I'm glad I got that off my chest :/
490, and i was just starting to get confident in myself! you have torn me down!
491, anoron.reedcourty.operaunite.com/webserver/content/ home.sch alternatíva 
492, another 45 mins....
493, another early day
494, another father's day weekend I don't get to spend with my dad..
495, Another Friday night of Rock Band
496, anticipating a tough day ahead
497, anyone know if Ghostbusters is region free on 360?? and where to get a US copy in Britain if it is
498,  : D a million making a difference. I can't help but to believe. I came in believing &amp; I will leave believing GOD IS!
499, - ?oVe&lt;33
500,  6:30...what's wrong wit it?
501, - alergic... nose itchy and eyes burning... Hope It's getting better soon....
502,  and they KEEP on coming!   xox
503,  Another expensive weekend trip to the vet.
504,"  are there any parties tonight!? im hella bored at home, and its seems like everyone is busy!! LAMMMMEEE"
505,  but chilli prawns will make the pain better...
506,  daughter's beloved diabetic dwarf hamster died in her hands this morning...all creatures are worthy of love. ♥
507,  DD has pinkeye...not fun.
508, -- Farrah Fawcett Dies of Cancer at 62 - ABC News http://bit.ly/akQLD (via @Turner)
509,  feeling hopeless and useless.
510,  forgot my lunch at home
511,  General Motors sold hummer :S :S
512,  Good morning all! Have a great day!!!
513,  goodnight..
514,  gooood night!!   must prepare for tomorrows meeting now
515, - Great! Im bored at the moment and just have no idea on what to do!  Missing Boyfie too! Damn i’m... http://tumblr.com/xzp224xgj
516,  having a luvly day http://tinyurl.com/ckbmkc
517,  he is so hot !
518,  hmm what to do!
519,  http://bit.ly/18xobk Five Guys Locations Closed After Visit from &lt;em&gt;Inside Edition&lt;/em&gt;'s 'Rat Patrol' @dcist
520,  I am actually crying now because of sore throat.
521," - I feel irresponsible and sort of horrible. Marshmallows, unless otherwise stated, have gelatin. fuck... http://tumblr.com/xl21pafgm"
522,  i miss my brother.. i worry about him.
523,"  i need to think of something else, first. "
524,  i wanted julian to win!
525, - Iowa No. 2 in happy! Yea!
526,  jus got some bad news
527,  just got home
528,  just mean
529,  just saw sink into me the whole video on kerrang! ive seen it before loads but its so much better on tv!
530, - Limp Bizkit - Rollin' #SongStuckInMyHeadWhenIWokeUp
531,"  ''Love, save the empty''"
532,  my camera broke !
533,  My mom is the funniest person ever!  
534,  my parents left
535,"  Nadal is out @ French Open ... now, to my back-up -- Go ANDY RODDICK!"
536,"  no ass beatings, checked out Playhouse in Baltimore this weekend as well.  Feeling quite rested and a bit out of sorts."
537,  nothing....
538,  ok we'll talk about your boyfriends and stuff tomorrow ;) lmao and we'll talk for real soon too!! wooo hehe ilysfm doodle xxxx
539,  Pie seems to have quite a good appetite now.
540, - server problems - motivating me to change hosting providers though... #fb
541,  shakes head
542,"  Shock loss to Sparks...bummer, @tmmcwilliams had a great game but shock too many injuries to start the season...rematch Monday!"
543,  some asshole got a hold of my email and signed me up for all this spam mail.  ughhhh...it's non stop.  anyone have a spam blocker?
544,  someone just said ast least your pretty  . thanks but but being pretty gets you nowhere you have to much integrity .
545,  myspace peOplE  can get really angry if I don't answer them right away... JA!
546,  never get any photo comments on m space and more
547,"  NHL: Penguins 1, Red Wings 3 - FINAL - Red Wings lead series 1-0 - for stats, stars and more visit http://www.nhl.com"
548,  no tickets in germany for the miley cyrus tour.. 
549,"  photo shoot rained out...  oh well, back to post!"
550,  R.I.P young teke!!!  i miss you cuzin!! &lt;3     it has been 1 year sence you died. . .    [Dont be ashamed of your faith]
551,  RIP Charles J ...the world is with one less fine fellow
552,  RSL was at the Paley talk?! Now I'm even more depressed I couldn't get a ticket. Oh wells. 
553, - she is amazing -- Bjork � Bachelorette ? http://blip.fm/~4lfyi
554,  so bored
555,  so much for a good weekend
556,  Thank you.    @Kyauphie
557,  The hotel doesn't know where it is either... that was my favorite! How poopie is that.
558, - thelovelybones: I plan on owning this …don’t judge me. http://tumblr.com/xr0238tmq
559,"  This year, 5 million children from hunger-related causes.  http://is.gd/17Eo4"
560, - ticketsandpassports:  lmao your not a nerd. i think its cool when guys like anime. http://tumblr.com/xqn1x1tue
561,  To all the mothers whose day may not be so happy. God loves you. TLC - Waterfalls ? http://blip.fm/~5zi9g
562,  Today is not a good day. But I guess laying around the house in your undies isn't so bad.
563,"  went to maggie's bday party, came home without my phone... I feel lost, and reaallly confused (but thats just the booze talking)"
564,  when will RB2 get an australian release date???
565," !my grandma just told me she thinks I'm stupid. Well, hey thanks, G."
566, #andyhurleyday
567, #ASOT400
568, #betseyjohnson why are you doing this to me? This necklace is $150 rather than the usual $50-60 I want it  http://twitpic.com/6ioi8
569, #followfriday @n3rin3 @jurgenphoto @shaneaddinall @robi27 @dannyvan @byronrode @tattood1
570, #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH #IMISSCATH
571, #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany #mcflyforgermany
572, #p1wimax no signal detected here at the gardens
573, #trackle
574, --&gt; that was then. ='( --&gt; this is NOW.
575, &lt;3 this pic If u want more tell me cause I got more   http://twitpic.com/6vsv8
576, &lt;---My expression watching this again: http://tinyurl.com/eqbwe
577, &quot;Beach Ball Fail&quot; - http://cheezburger.com/tw/?v7-20659 #lol #fail
578, &quot;I'm a freelance writer for Braille porn and a stunt double for a hand model for Palmolive dishwashing liquid.&quot; [from @ShinyHappyHead]
579, &quot;Im in love and I don't care who knows it !&quot; -elf
580, &quot;It's raining again&quot; (c) Supertramp
581," &quot;Y must people insist on talking about stupid politics on the comments of a bubblegum pop song. Sorry, get out&quot; http://tinyurl.com/ljgec2"
582, &quot;you have to do it all alone&quot;
583," Apparently the 'new' 3.0 is the same build as the GM, meaning I'll likely have the same [minute] issues I was having with the GM. #mlia"
584," Archie's annoying me this morning, says I hogged the bed all night and won't get up for his shower, him and his little black kettle self"
585, are you ok @zheyamada ?
586," Argh, the speakers on my Macbook are screwing up, and slowly dying."
587, -as simple as it gets.
588, at Chris Brown . . . I honestly dont feel bad for Rihanna ; anyways . . . Out nd such . . .
589, at last night 
590," at my tweets: 1 lady saying goodnite, 2 tweets later 1 lady is saying good morning - that's crazy - i would never imagined this yrs ago"
591, at the nursery. the wailing have just ended. all sleeping soundly. working morning shift tmrw. grr
592, AT THE RANDOM MENTION ABOUT CORE 2 &quot;DEALS&quot; THAT ARE ALMOST TWICE AS MUCH SENSE AS IT'S NOT TIED TO HIMSELF ABOUT TV EVERY NIGHT.
593, at work ! Fuck !
594, at work and got loads to do b4 I leave today. Toodles lufflies xxx
595, attempting to get other people on twitter(other than cate)  to talk to me but it is failing
596, Aw. Toy Story 3 is coming out NEXT year.
597, awake...finally..random dream...i was a penguin but i lived in jersey and i oddly lived in a icecream store lolz 
598, awesome  http://twitpic.com/6ikhd
599, awesome black coffee... anyone?
600, aww great song &quot;Picture to burn&quot;
601, AWW I GOTA DO HOMEWORK
602, aww someone borrowed it without telling me.
603, Awww derek is at work back to making kandie with the little ones  :o
604, B- in genetics so that's a 2.75 towards my GPA. What really sucks is that I got a 79.75% in the class and an 80% is a B.
605, baby died last night. @$%%$# day.
606, baby girl's so upset.....i'm not where i need to be with my sewing... and it's almost 10pm and i'm finally eating a little dinner..sigh..
607, baby sitting today.. shopping tomorrow.. Rue 21 Is the best Ever.. 
608, baby you like my favorite dessert I just can not get enough of you love you I'm yours 4Eva
609,"=- back from cali , missing itttttt"
610,=- back pain
611, Back to basics 
612, bad day 2day. Broken glasses  rainy weather  uof
613, bad night for the pens
614, bad timing- a new mommy just called for newborn pictures and I can't fit the baby into my schedule no matter how hard I try
615, BAHAHAHA  me and jodie burst out doing kevin's sos dance!  EPICCC XD
616,' bank account is negative $118... 
617, Bas one last time 2 update my status 
618, baseball.
619, bcd's closed! i guess nodaji it is.
620,"- bed ; I gotta get up early  , only 5 more days of this bullshit  . SUMMER!!! &lt;3"
621, bed time......................................................
622, bedss gayyyy ... oh well Goodnight people  @technotetris and @ShaunAcland ;D
623,- been up for 2 days straight. LoL. i NEVER sleep. 
624, being afraid of food is an eating disorder right?
625, being told im beautiful doesnt make my tummy better
626, besides that great graduation day. I finaly made it I'm a highschool graduate ! Moms word .. Chapter close .. Keep pushing foward.
627,"  still no phone. bukas pa raw in the afternoon...  oh well, i survived 7 days, what's one more... day...  another day, another destiny"
628,  such a nice day
629,  Summertime by DJ Jazzy Jeff and The Fresh Prince
630,  The iPhone will be out of commission for a while.
631,  the weather is lushhh!
632,  Things are not good in my head. I may not be around a lot this weekend.
633,  third date went well....moving on to fourth!!!!!!
634,  To The Death! An awesome random comic for the certifiably not sane. (  )
635,  try and enjoy ur family &amp; I am here if I need anything-anything!!!. Love you Sis-be brave &amp; I know u r strong ur in my prayers
636,  twilight !!!
637,  twitter wont let me send replies today - boo hoo
638,  two more days.
639,  ughhh..
640,  UVA baseball...   Come on boys you can do it
641,  water works are gonna start
642," - Well i wrote a missive post about last night and all the things that happened, it got deleted tho by... http://tumblr.com/x9c238auy"
643,"  well, I guess I knew it was going to break sometime..."
644, - 'What Canadians Have to be Proud of' http://bit.ly/NX4aQ
645,  why is it raining?
646,  why me?
647,  xD go day!!!
648, - yay for STAR testing week! I start school at 11am this week and I have no school on thursday! maybe SF... http://tumblr.com/xvq1mln1l
649,- #Hello #World! This is where i live: http://twitpic.com/6bo0t #beautiful #5am #woop - bed now 
650, #shortstack #tokiohotel #shortstack #tokiohotel #shortstack #tokiohotel #shortstack #tokiohotel #shortstack #tokiohotel #shortstack
651, #squaresp #squarespac #squarespace #trackle giveaways giveway iphonegiveway squarespace squarespce trackle
652, &lt;*~Free!~*&gt;
653, &lt;----that's me smiling.
654,- &quot;......you were asleep while i gathered my things in the dark. the burns on my fingers were all that was left of the spark...&quot; - 
655, &quot;BBC NEWS | UK maps climate change forecasts&quot; - The picture it paints is an alarming one ( http://bit.ly/69AYs )
656, &quot;I'm giving up on you. I don't care how you mess up your life now.&quot;... :'(
657," &quot;Meteorologists Predict Chilly, Rainy Midsummer | News in Finland| yle.fi&quot; + thunder  ( http://bit.ly/15TpJC )"
658, &quot;Nintendo DSi Portable Game System - What Will You and i Do?&quot; ( http://tinyurl.com/b3yobq )
659, &quot;Promote My Site - Getting to the Front Page and Other Places in Social Media&quot; ( http://tinyurl.com/dflzg4 )
660," &quot;The universe is a living being, and it's conscious, and it's very old. And it cares about itself in lots of ways.&quot; Drunvalo Melchizedek."
661,- &quot;the world makes music for people who listen &quot; 
662, &quot;Will Digg’s New Share Feature Pollute Twitter?&quot; ( http://tinyurl.com/ncqkm5 )
663, (angry) mixed motions! but soo frustrated x( http://plurk.com/p/13s5mg
664, (mood i am in)
665, *exited* I just bought some oreos!! I hope everyone likes oreos..
666, *hugs @ignorantsheep*
667, *sends you e-hugs*
668, *tear*
669," *cries* I'm so depressed, thanks to you my angel! &quot;I'm gonna find someone someday who might actually treat me well&quot;!!"
670,"--- *On my way to the doctors with my Duo, my ass hasn't even had breakfast yet  lol"
671, *sob* must be in bed!!
672, *wishes she was at summer jam*
673," , school! GrRr im not in the mood to take my make up back off then put it on again when the teachers leave!"
674,-- . BABBBBBBBBYY .  I missed you MUCH!!
675, . Sunday is over.
676,-- . well then you gon have to stop w. that . &quot;IDC&quot; shit. JUST be faithful like *points to em* MOI! 
677, .. why the jonas are bad with us !! come to paraguay
678, ... its JONAS DAY!!!!!!!!
679, ... UghH... Anybody wanna come to my house and cook? My mom is leavin for work and aint cook me shit !... Can't trust dem hoes!!!
680, ....  i don't know what to do..
681, .... i think i lost my spanish book!! :-X
682, .... Life can be so complicated. I know God has a plan .... I just have to trust in him.
683," ......... Oh well, at least Suzumiya Haruhi no Yuuutsu is on air."
684, .........not really a good night guys ! buu huu
685, ...I did not get cast in but I will keep looking for some dance opportunities.  I need some exercise.
686, ...the ground around me is wet... i looked up to see if any drops fall on my face...it was drizzle all around but I am missing my drops
687, ..i forgot to bring my new sharpie pens to school today..booo!
688, ..omg...my celly is off...this hasn't happened to me in years...WTF!!! gota get my bill paid
689, : The Last Gadget http://tinyurl.com/pd4wyp #Geek_And_Poke
690, :'( this is so horrible
691, :'( where ius that one person that can make me smile 
692, :S this tweetdeck is killing me hate it 
693, ;) July Flowers (July 2009) #Holiday
694, @ last.fm not working.
695, @aaronXnow finally got twitter haha
696, @aChAotIcBeaUtY
697, @Aimee_B_Loved I think there may be a connection between Paul Reubens and the reason why movie theater fl.. http://tr.im/nfKO
698,"- @alexjreid - saw that earlier, can't even comprehend what that couple were feeling. Really tragic "
699,"- @alittlebit - temperature is down, but the pain is still bad. Hoping antibiotics kick in soon! Thanks for asking "
700,"-- @anyamanda said I tweets less these days so, hi! "
701," @AuroraLee Would love to see you guys sometime! *grin* - and aw rats, maybe it'll warm up real fast??? LOL"
702,- @benboychuk I hope it's not actually on here birthday that she's getting shots.  
703," @billbeckett's signature has 100% rubbed off my mondayeyes bracelet. At least I have plenty of autographs from him, but still. Sad day."
704, @blackswan2 &quot;to all you&quot; ? http://blip.fm/~7d1qo
705, @blondediva11 What happened while I was gone? Anybody get arrested http://tr.im/koFz
706,- @breegeek I'll know if u can't find a replacement 4me. I'll still pay u if not.  I won't let u hang
707, @canuckgrrrl Seeing a guy dressed up as a banana totally made my day. Phallic symbol FTW http://tr.im/mVTm
708,- @carole29 yep  coz of the England game on Wednesday
709," , Alllllan ruins my lifeeee."
710,-- . =D There's my BOO.  *Blushes*
711,-- . BYYEEE . ILY2 Jamarcusssssss 
712, . I was want to buy the sims 3 . But it sold out . Wtf . Haha..
713,-- . You aint gotta apologize. I know I'm not ugly. 
714, .. just 
715," .. yep,i have things my way all the time. i am selfish. everything revolves around me. yep. im a bitch. great for me (Y) =|"
716, ... ...I don't wanna get rid of twitter  You guys are too cool...
717, ... i try... i try so hard... and i seem to get no credit for it.... wats the prob?
718,"- ... wide awake, but dont actually wanna go to school :S  xxx"
719, .... Dream beautiful.
720, .... now only have one roommate....
721, ..... Im givin myself 5 minutes to turn that frown upside down
722, ......i cant even say a word right now
723, .....why am i so sad??...becuz of u or becuz of the exam??.....i think..becuz of u... 
724, ...?                   ..frustrated?
725, ...and i feel a shallow breath that squeezes past the fifty pounds of stone laid in my chest.
726, ...just found out that a friend from my childhood has passed away... May he Rest In Peace.
727, ...still in the office... 
728, ...that is all
729, ..sniffles... since I dont get to leave this fucking house...AW GREAT the power's gone. and its getting dark.. Puurfect!
730, / I feel so ... ... Left out
731, ::sigh:: we didnt win the contest . stupid popularity contest. i had so many votes for her also.  im realy sad. i had such a good feeling
732, ;( noooo! why? things are so complicated if I spelt that wrong idc
733, ;( noooo! why? things are so complicated if I spelt thy wrong idc
734," ;) Butterfly Day (Jun 19, 2009) #Holiday"
735, ??? what does it means ?
736, @ JFK International Airport http://loopt.us/PPYZTQ.t
737, @ jonas brothers youtube bein suspended
738, @ moval court 4 a traffic ticket..I should b sleeping..aahh.
739,- @ work.. || Only 5 hours of it today and then weeeekend!  Can't wait for the long weekend to begin! Gonna get some things done for sure!
740, @ahugeproduction Praying for my cold to go to my head because a skunk just sprayed my yard. This is the w.. http://tr.im/n8AI
741," @AriaaJaeger Created from the realms of Light, pure love commands the fold When you think and speak with love, a new world you'll behold~"
742, @arjunbasu The music was so quiet that he was sure there was a massive hoax being played. On him alone. I.. http://tr.im/mP2j
743, @bananarchy_atx sold out of frozen bananas today!   http://mypict.me/2QIM
744, @beckobviously i have no car to come to you either.
745, @belllareow has disappeared again 
746,- @billyraycyrus oi tell your daughter to lower her ticket prices we cant afford it in london  my sister cried.
747,"- @brooklyn_belle LOL. &quot;cat.&quot; I'm a huge fan. Also, the more i think about it, the more I think you should hold off on Sims 3 "
748," @Canuckflack Speaking as a historian, WTF do you incorporate twitter buzz by upper middle class North Ame.. http://tr.im/oFLS"
749," @cnnbrk: Farrah Fawcett, star of &quot;Charlie's Angels,&quot; has died from cancer at 62."
750,"- @cmedders Yes, before the show, I suggested that we ought to do a celebrity deathmatch "
751," @CranberryPerson Dear hyper chihuahua, we only have 45 minutes left together on this drive, but I have a .. http://tr.im/lAj6"
752, @danawalker Washington Capitals would be one of #myweakness as well.
753," @daveena looking fwd to a twitpic of selma soon. Cool name, add a k to the end and it's tok'ra"
754, @desiredeffect
755, @dustincary yea I really wanna see a win for him at daytona
756, @DWO34 Great to follow @BUTTERFLYWHEEL @DebraWard @chastity_1111 @Cortnee4Christ @DWO34 @DarrenSproat @Sharboubou @mikehanes
757, @EightyThreeKid aww I'm sorry bae u kno I be grindin =D BUT I GOT U I SWEAR....I needa go buy an artbook that or construction paper
758,"- @fontenot619 Hey you! @PoisonGirl10 How long will you be on? @summerblonde83 Thx! @Nic0pic0 hehehe yw ;) @sevgli Yeah, they're not! "
759," @gigia: &quot;@Mama_K: &quot;Nobody told me Violent Femmes covered Gnarls Barkley! &quot; tks, dude!! &quot; ? http://blip.fm/~6svjq"
760, @HitzProductions unfortunately I'm coming from NJ the boonies...I gotta drive to the path
761,"- @iamfauxpas All gigs this weekend have been cancelled, so it may be temporary or shut for good. Still trying to find out. BOO. "
762," @idvssuperego Started working on a “warm, fluffy fart�? tweet before realizing I don’t especially like far.. http://tr.im/n7J0"
763, @infobotz News = Google Getting Twitterpated? - http://tinyurl.com/oropl7
764, @isak is mad at me. #fail
765, @jazzgotsoul @liveguy lol nooooooooo!!!
766, @jessdelight I just played ur joint two songs ago. Everyone in studio was feeling it!
767,- @jonswerens I can't get excited about Conan. 
768, @LadyKeisha @scorpio510 thanx for the post &amp; the warm wishes.. enjoy ur day!
769, @latuacatante17 youu welcomee
770," @LisaBarone If, thru the miracle of modern science, Bruce and Danny had a child..."
771, @lisad stopped talking to me. I should stalk her. ^^
772,"- @littlecharva - you'll be pleased to know I did not have a nice night's sleep, even in a comfy bed ;) even a sleeping bag would be same "
773," @loic Now try sex in bing, deactivate safe search and go to video. You are now on a porn site without lea.. http://tr.im/n18y"
774, @lushone toolio has court on the 24th...
775," @Mgapmp When you meet @johncmayer tonight, please tell him my story. How Laker Fans made me miss his show!"
776, @MICHAEL_CASTRO is not at 902  thanks!
777,- @minxlj hope you get better soon 
778, @misterdjin i just saw...
779, @Mizz_Bliz I slept late too. I wonder y u did...Mhmm. I'm not as hype as u think to leave the country for 2 weeks &amp; 3 days.
780, @MIZZWALKER which one???
781, @moogyboobles AHHHHHH - bloody Five. Why did they give away House (and me the Sky subscription)?
782, @Mp3Jackson Is Upset With Me Lol
783," @mrjoecool well praise the lord 4 gud moods i kno i need 2 b 1, im workn out ma thighs &amp; these dark clouds is scaring me"
784, @Nambu sending my tweets from wrong account although selected the right one.
785," @oliveshoot aw, sweet Leslie was tweeting luv last night!  You are my #1 and absolute FAVE!"
786, big ass kool-aid smile on my face from talkin to my boo...
787, bleh... I feel like QQing now. 
788, blowdrying my hair
789, Boo to that 
790, bored........doing nothing at all....okay...i'm a pretty shy girl...
791, BOREDDDD  going to do powerpoint
792, boring nite...damn I guess I better get use to this
793, boro let me down. It's getting very tight.
794, bosco graduation then sara's voice recital
795, breakfast with family
796, Britains Got Talent on RIGHT NOW ! Good luck Susan Boyle ;)
797, bummed to be missing bb Kris's comcast chat. Stupid responsibilities.
798," burnt tongue, hot chocolate has a downside"
799, but eatting popcorn so its getting better
800, but I don't want a boyfriend for the summer.
801," but I love you, Aaron."
802," but not HIM! He's just a brown nose, telling her she's super-duper beautyful and then he just said a day before: sorry someone died!"
803,"=- but suddenly something happens, I write it in Portuguese"
804, can first see MTV Movie Awards on Thursday!! how sad!!&lt;3&lt;3 but am looking forward to Thursday!! jubii!!
805, Can I join you?  {*_*}  KarenWild
806, canon powershot s400 you had served me very well. i am sorry that i left u in that car for hottest 3 days... i mourn your loss
807," cant afford to see Angels and Demons, so i watched it for free: http://tr.im/lvBu"
808," can't get motivated, it might b the sunday crying club for me!!"
809, cant get up to auckland to watch jb 3d movie. im soo gutterd. suppose i have to wait till the dvd release..
810, Can't log into my computer at work.  ack!  Got lots to do. IT guru out today. can anyone help me?
811, can't make any labels til my computer is fixed..can't fix my computer until I make some money..can't make money unless I sell soap grrrr
812, can't sleep -_- this sucks eggs and bacon! I'm suppose to get up early to
813," can't sleep, so damn miserable! I'm sooooo itchy please help, I can't sleep, I'm going to cry! :'("
814, Can't Wait For Hills Finale Tonight! ♥
815," Can't wait for the weekend, BMTH on Saturday!"
816, Carrie has a bad eye infection...just waiting for hear from the vets to see if they found anything 
817, cba i'm revising my french oral fuck it
818,- certification test #2 at 8:30 this morning. Feeling much better about this one today 
819, changin my name to ambergirl66 ;) haha my youtube name and it mathces my background ;)
820,=-- chilling with my niggahz Haley and Dylan
821, chocolate cake with a delicious strawberry yummy yummy
822," church with matt,was...good. I think I'm going to be a 'churchgirl' now. )"
823,-- city tonight for mae! 
824, cnt even use a single Twitter App!!!!!
825," cold, despite the heater. weirdly though, it's not actually cold today!"
826, come on bitchesss #barakatday #barakatday #barakatday #barakatday
827, come party
828," come to manchester while your in england  id love to meet you  did you have fun in germany? its beautiful, i love it. (L) xx"
829, Coming up to the home stretch now with this J/M fic. YAY!!
830, computer is being very tempermental at the moment....
831," Congrats to AL's newest state Senator elect, Democrat Mark Keahey. http://is.gd/MRr3 #alpolitics"
832, Content.&quot;made a pac lets see how long it last&quot;
833, cookies the first time
834, could this night be any worse?
835, couldn't find it
836, cramps. Drugs--good.
837, crap day tat will get craper
838, credit card bill. ow my wallet.
839,"-- dad came back &amp;asked us to go to anyer till thu! While him, gonna go back &amp;forth from banten to anyer, for us. Poor him "
840, dads got to turn the power off  caio
841, dammit... No more sleep for me.. And on my day off to.. :-/
842," damn gettin it from someone right now, damn i guess im not sleeping tonite with these texts.. "
843, damn u still haven't been to sleep? and just look them up...i think it was Royalty Beats and City Council
844, damn! didnt make on time and the border was closed! drove hr. to toher side of state to make it ti Mexico!.sniff! sniff! tired!
845," Damn, lost three followers... I was getting so close to fifty.. Help me out?"
846, damn. There has to be something wrong. And its not youu
847, Dan won't have off for my birthday.
848," darn you city, I just want to leave!"
849, def. i have no studio so ur jus gunna get the lyrics [shrug]  @ExoticBella_
850, definately bedtime
851, definately just missed my train. smh. fuck!
852, depressing day ? http://blip.fm/~6tfp6
853," devstateddd, my silly iphone deleted all my jailbreak stuff  thats 25 apps !"
854, did not get to go see UP!! Oh well ended up going to dinner with Blase and Bridget!
855, didn't get much sleep again cos of the flippin neighbours! Grr time to work again! 
856," Didn't get to do some car scheming tonight. sad. but i did get to mosh while looking like a complete bogan, WOOTS!"
857, didn't go out last night I fell asleep .... I Suck (not literally)
858," Didn't have time updating because was 2 busy enjoying this &quot;love making, sleep with no clothes on, &amp; eating bbq&quot; weather. I miss this &lt;3"
859, didn't think Netball was on coz it was raining when I got there ... Now no one can take me  Manee is going to b annoyed :|
860, Didn't win the twitter contest. BOO
861, Dinara lost again in Roland Garros. Why the Safins have to do it hard?
862, dinner &lt; bath &lt; workout &lt; run
863, Diplomatic husband to his wife &quot;How do u expect me to remember ur birthday when u never look any older?&quot; (via @normaltusker @nehabagoria)
864, dissapointed.
865, does anybody know the statistics homework *not that I have started* nobody is answering my emails about business studies...
866, doesn't know what to get fir a tattoo
867, dont feel good ptosis ;)
868, Don't forget to vote today! http://bit.ly/3MG0r
869,- don't ignore the smell of sizzling skin when you're sitting in the sun! 
870, dont know whats wrong with me
871, Don't like ending the night arguing with the huz in SMF over stupid home improvement crap.
872, don't wanna go to work
873, @Dayngr TweetWrath I think I just coined a new word where is that twitter dictionary http://tr.im/nyYv
874, @DemonicTurtle - You guys have fun last night? I hope you got my text... Pub quizzage tomorrow?
875, @DJWiLLGATES
876," @electrograffiti I know but I'll miss having someone to bitch about Brussels trams, metro, bad customer service, lack of quorn.. etc."
877, @ELYSIANFIELDZ=CLASS @ELYSIANFIELDZAJ=NO ANSWER @RON_NO4LYFE=WORK @_ETJ= ON THE ROAD @PLUSISAPLUS=N NOLA IM HUNGRY WITH NO1 2 EAT WITH!
878, @essentially_me Funny fact: @sween has about 3x his town's population following him on tumblr. How does h.. http://tr.im/lCEl
879," @fernandofelman am gonna miss you too. if it's really gonna be 2-3 years, i might end up visiting you in Aussie land (i wish)"
880,- @flopearedmule  Guess that's the end of my love affair with emusic.
881, @Grahamapalooza @RoniBryantMusic @Rob_in_Grantham @BananasMel @joetech @joecopas2671 @britespark @r0ckrulez @johnnybeane @bsideofSoccer
882,- @hannahradford is taking me to lunch today 
883, @I_am_delo
884, @iggigg too busy to see me in London this evening. What is a boy to do?
885, @JeffersonReid is never on Twitter anymore 
886, @jessdelight: LMAO @liveguy
887, @joeschmitt Twitter maintenance on a Friday night? They really haven't been listening if they think we wo.. http://tr.im/nDkq
888," @johnmaeda Are you a .EXE (do-er), .PPT (talk-er), or .TXT (leafy potted plant) http://tr.im/oBOf"
889, @joseke Trent Reznor quits Twitter - http://migre.me/281e (via @trabalhosujo)
890,- @Kerry350 would love to meet up with yourself and @angeloys but I've made plans already  we'll get another opportunity again soon!
891, @krystynchong that's a lovely compliment. thx much! 
892, @ksymmonds THANKYOU 
